id,department,number,credits,name,prerequisites,description
198,CSCI,3100,(1),) Software and Society,"Requisites: Requires prerequisite course of CSCI 3308 (minimum grade C-). Restricted to Computer Science (CSEN-BS, CSEN-ADL, CSCI-BA, CSCI-ADL) majors only.","Provides students with an understanding of the professional, ethical, legal and social issues and responsibilities of software developers, as well as providing them with the ability to analyze the local and global impacts of computing on individuals, organizations and society. Students may not receive credit for both this course and CSCI 4308, 4328 or 4338. Requisites: Requires prerequisite course of CSCI 3308 (minimum grade C-). Restricted to Computer Science (CSEN-BS, CSEN-ADL, CSCI-BA, CSCI-ADL) majors only."
199,CSCI,5444,(3),) Introduction to Theory of Computation,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Reviews regular expressions and finite automata. Studies Turing machines and equivalent models of computation, the Chomsky hierarchy, context-free grammars, push-down automata, and computability. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
200,CSCI,5446,(3),) Chaotic Dynamics,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Explores chaotic dynamics theoretically and through computer simulations. Covers the standard computational and analytical tools used in nonlinear dynamics and concludes with an overview of leading-edge chaos research. Topics include time and phase-space dynamics, surfaces of section, bifurcation diagrams, fractal dimension, and Lyapunov exponents. Same as CSCI 4446 and ECEN 5423. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
201,CSCI,5900,(1-6),) Master's Level Independent Study,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,Provides opportunities for independent study at the master's level.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.
202,CSCI,5919,(3),) HCC Survey and Synthesis: Foundations and Trajectories,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Examines interdisciplinary field of human-computer interaction through a comprehensive content and historical survey. Considers new trajectories of inquiry and how the field merges with others. ""Social computing"" is emphasized as a central topic. Students across disciplines will find the course foundational for understanding human-centered technology matters, including computer scientists; social scientists; and business and media arts students. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
203,CSCI,7222,(3),) Topics in Nonsymbolic Artificial Intelligence,Requisites: Restricted to graduate students only.,"Topics vary from year to year. Possible topics include human and machine vision, signal and speech processing, artificial life, mathematical foundations of connectionism, and computational learning theory. Recommended prereq., CSCI 5622 or instructor consent required. Requisites: Restricted to graduate students only."
204,CSCI,7412,(2),) Cognitive Science Research Practicum,Requisites: Requires a prerequisite course of CSCI 6402 or EDUC 6504 or LING 6200 or PHIL 6310 or PSYC 6200 (minimum grade B). Restricted to graduate students only.,"Independent, interdisciplinary research project in cognitive science for graduate students pursuing a joint Ph.D in an approved core discipline and cognitive science. Projects integrate at least two areas within the cognitive sciences: psycology, computer science, linguistics, education, philosophy. Students should obtain commitments from two mentors for their project. Recommended prereqs., CSCI 7762 or EDUC 6505 or LING 7762 or PSYC 7765. Same as LING 7415, PSYC 7415, PHIL 7415, and EDUC 6506. Requisites: Requires a prerequisite course of CSCI 6402 or EDUC 6504 or LING 6200 or PHIL 6310 or PSYC 6200 (minimum grade B). Restricted to graduate students only."
205,CSCI,4338,(2),) Software Project Management,"Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior) Computer Science (CSEN) majors or Computer Science Concurrent Degree majors only.","Review software project management and discuss the latest approaches, methodologies and standards of software development. Learn to develop software quality, documentation, testing, and prototype goals. Study project risk management and cost estimation approaches. This course is intended for double majors doing interdisciplinary projects in other departments. Department consent required. See Senior Project Director for permission. Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior) Computer Science (CSEN) majors or Computer Science Concurrent Degree majors only."
206,CSCI,4348,(4),) Startup Essentials: Entrepreneurial Projects in Computing,"Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior) Computer Science (CSEN) majors or Computer Science Concurrent Degree majors only.","Provide Computer Science students with the tools to be successful technical co-founders of their own startups. We will explore the initial stages of founding a startup, including team formation, idea validation, pivoting and pitching, while employing an iterative methodology. Student teams will develop a minimum viable product, pitch their final startup concept, and be evaluated on product/market fit. Department enforced restriction: successful completion of a minimum of 36 credit hours of Computer Science coursework and approved WRTG are required to enroll. Formerly CSCI 4000. Similiar to CSCI 5340. Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior) Computer Science (CSEN) majors or Computer Science Concurrent Degree majors only."
207,CSCI,3104,(4),) Algorithms,"Requisites: Requires prerequisite courses of CSCI 2270 and APPM 1360 or MATH 2300 and one of the following:  CSCI 2824, ECEN 2703, APPM 3170 or MATH 2001 (all minimum grade C-).","Covers advanced data structures, computational geometry, cryptography, dynamic programming, greedy algorithms, divide-and-conquer, graph algorithms (e.g., depth-first search), network algorithms (e.g., shortest paths), approximation algorithms. Requisites: Requires prerequisite courses of CSCI 2270 and APPM 1360 or MATH 2300 and one of the following:  CSCI 2824, ECEN 2703, APPM 3170 or MATH 2001 (all minimum grade C-)."
208,CSCI,3112,(1-3),) Human-Centered Computing Professional Development,,
209,CSCI,5448,(3),) Object-Oriented Analysis and Design,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"An applied analysis and design class addressing the use of object-oriented techniques. Topics include domain modeling, use cases, architectural design, and modeling notations. Students apply the techniques in analysis and design projects.  Same as CSCI 4448. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
210,CSCI,5454,(3),) Design and Analysis of Algorithms,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Techniques for algorithm design, analysis of correctness and efficiency; divide and conquer, dynamic programming, probabilistic methods, advanced data structures, graph algorithms, etc. Lower bounds, NP-completeness, intractability. Recommended prereq., CSCI 2270 or equivalent. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
211,CSCI,5929,(3),) HCC Survey and Synthesis: New Disciplinary Directions,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Studies recent advances in human-computer interaction through critical analysis of influential papers and self-guided research.  Examines new paradigms in input, output, and visualization for technology design and interaction.  Considers innovative methods to assess various population design and technological needs.  Studies in computer-related fields, social science, business, media arts, and communications benefit learning about human-centered computing research.  Recommended prereq., CSCI 5919. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
212,CSCI,6000,(1),) Introduction to the Computer Science PhD Program,Requisites: Restricted to graduate students only.,"Instructs new Ph.D students in Computer Science how to obtain a Ph.D and how to become an effective member of the computer science research community. Makes students aware of formal requirements, educational objectives, and research themes. Provides evaluative criteria and guidelines for all objectives to be achieved. Requisites: Restricted to graduate students only."
213,CSCI,7422,(2),) Cognitive Science Research Practicum 2,Requisites: Requires a prerequisite course of LING 7415 or PSYC 7415 or CSCI 7412 or EDUC 6506 (minimum grade B). Restricted to graduate students only.,"Independent, interdisciplinary research project in cognitive science for advanced graduate students pursuing a joint Ph.D in an approved core discipline and cognitive science. Research projects integrate at least two areas within the cognitive sciences: psychology, computer science, linguistics, education, philosophy. Students need commitments from two mentors for their project. Same as PSYC 7425, LING 7425, PHIL 7425, and EDUC 6516. Requisites: Requires a prerequisite course of LING 7415 or PSYC 7415 or CSCI 7412 or EDUC 6506 (minimum grade B). Restricted to graduate students only."
214,CSCI,7717,(3),) Topics in Database Systems,Requisites: Requires prerequisite course of CSCI 5817 (minimum grade B). Restricted to graduate students only.,"Studies topics such as distributed databases, database interfaces, data models, database theory, and performance measurement in depth. Requisites: Requires prerequisite course of CSCI 5817 (minimum grade B). Restricted to graduate students only."
215,CSCI,4413,(3),) Computer Security and Ethical Hacking,Requisites: Requires prerequisite courses of CSCI 2400 and CSCI 4273 (all minimum grade C-).,"Teaches basic exploit design and development through hands-on experimentation and testing. Uses a controlled environment to give students a ""playground"" in which to test penetration skills that are normally not allowed on live networks. Same as CSCI 5413. Requisites: Requires prerequisite courses of CSCI 2400 and CSCI 4273 (all minimum grade C-)."
216,CSCI,4446,(3),) Chaotic Dynamics,Requisites: Requires prerequisite course of CSCI 1300 or CSCI 1310 or CSCI 1320 and APPM 2350 or MATH 2400 (all minimum grade C-).,"Explores chaotic dynamics theoretically and through computer simulations. Covers the standard computational and analytical tools used in nonlinear dynamics and concludes with an overview of leading-edge chaos research. Topics include time and phase-space dynamics, surfaces of section, bifurcation diagrams, fractal dimension, and Lyapunov exponents.  Recommended prereqs., PHYS 1120, CSCI 3656, and MATH 3130. Same as CSCI 5446 and ECEN 4423. Requisites: Requires prerequisite course of CSCI 1300 or CSCI 1310 or CSCI 1320 and APPM 2350 or MATH 2400 (all minimum grade C-)."
217,CSCI,3155,(4),) Principles of Programming Languages,Requisites: Requires prerequisite courses of CSCI 2270 and CSCI 2824 or ECEN 2703 or APPM 3170 or MATH 2001 (all minimum grade C-).,"Study fundamental concepts on which programming of languages are based, and execution models supporting them. Topics include values, variables, bindings, type systems, control structures, exceptions, concurrency, and modularity. Learn how to select a language and to adapt to a new language. Requisites: Requires prerequisite courses of CSCI 2270 and CSCI 2824 or ECEN 2703 or APPM 3170 or MATH 2001 (all minimum grade C-)."
218,CSCI,3202,(3),) Introduction to Artificial Intelligence,"Requisites: Requires prerequisite courses of CSCI 2270 and CSCI 2824 or MATH 2001 or ECEN 2703 or APPM 3170 and one of the following:  APPM 3570, 4570, 4520, MATH 3510, 4510, CVEN 3227, ECEN 3810 or MCEN 4120 (all minimum grade C-).","Surveys artificial intelligence techniques of search, knowledge representation and reasoning, probabilistic inference, machine learning, and natural language     processing. Introduces artificial intelligence programming. Requisites: Requires prerequisite courses of CSCI 2270 and CSCI 2824 or MATH 2001 or ECEN 2703 or APPM 3170 and one of the following:  APPM 3570, 4570, 4520, MATH 3510, 4510, CVEN 3227, ECEN 3810 or MCEN 4120 (all minimum grade C-)."
219,CSCI,5502,(3),) Data Mining,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Introduces basic data mining concepts and techniques for discovering interesting patterns hidden in large-scale data sets, focusing on issues relating to effectiveness and efficiency. Topics covered include data preprocessing, data warehouse, association, classification, clustering, and mining specific data types such as time-series, social networks, multimedia, and Web data.  Same as CSCI 4502. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
220,CSCI,5525,(3),) Compiler Construction,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Introduces the principles and techniques for compiling high-level programming languages to assembly code. Topics include parsing, instruction selection, register allocation, and compiling high-level features such as polymorphism, first-class functions, and objects. Students will build a complete compiler for a simple language. Recommended prereq., CSCI 3155 and CSCI 2400, or ECEN 2120 or ECEN 3350. Same as ECEN 5523, CSCI 4555, and ECEN 4553. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
221,CSCI,6268,(3),) Foundations of Computer and Network Security,Requisites: Requires prerequisite course of CSCI 5273 (minimum grade B). Restricted to graduate students only.,"Studies methods to protect information, and the ability to process and move information, from theft, misuse, tampering, destruction, and unauthorized access. Introduces foundational topics of computer and network security, including security models, cryptopgraphy, and authentication protocols. Same as TLEN 5550. Requisites: Requires prerequisite course of CSCI 5273 (minimum grade B). Restricted to graduate students only."
222,CSCI,6302,(3),) Speech Recognition and Synthesis,Requisites: Restricted to graduate students only.,"Introduction to automatic speech recognition and understanding, conversational agents, dialogue systems, and speech synthesis/text-to-speech. Topics include the noisy channel model, Hidden Markov Models, A* and Viterbi decoding, language modeling (N-grams, entropy), concatenative synthesis, text normalization, dialogue and conversation modeling. Recommended prereqs., CSCI 5582 or 5832, or LING 5200, or instructor consent required. Requisites: Restricted to graduate students only."
223,CSCI,7772,(1),) Topics in Cognitive Science,Requisites: Restricted to graduate students only.,"Reading of interdisciplinary innovative theories and methodologies of cognitive science. Students participate in the ICS Distinguished Speakers series that hosts internationally recognized cognitive scientists who share and discuss their current research. Session discussions include analysis of leading edge and controversial new approaches in cognitive science. Same as LING 7775, PSYC 7775, EDUC 7775, SLHS 7775, and PHIL 7810. Requisites: Restricted to graduate students only."
224,CSCI,7818,(3),) Topics in Software Engineering,Requisites: Restricted to graduate students only.,Studies selected topics of current interest in software engineering. Department consent required. Requisites: Restricted to graduate students only.
225,CSCI,4448,(3),) Object-Oriented Analysis and Design,Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-).,"An applied analysis and design class addressing the use of object-oriented techniques. Topics include domain modeling, use cases, architectural design, and modeling notations. Students apply the techniques in analysis and design projects.  Same as CSCI 5448. Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-)."
226,CSCI,4502,(3),) Data Mining,Requisites: Requires prerequisite course of CSCI 2270 (minimum grade C-).,"Introduces basic data mining concepts and techniques for discovering interesting patterns hidden in large-scale data sets, focusing on issues relating to effectiveness and efficiency. Topics covered include data preprocessing, data warehouse, association, classification, clustering, and mining specific data types such as time-series, social networks, multimedia, and Web data.  Same as CSCI 5502. Requisites: Requires prerequisite course of CSCI 2270 (minimum grade C-)."
227,CSCI,3287,(3),) Design and Analysis of Data Systems,Requisites: Requires prerequisite course of CSCI 3104 (minimum grade C-).,"Analyzes design of data systems, including data stored in file systems, database management systems and physical data organizations. Studies calculus of data models, query languages, concurrency and data privacy and security. Requisites: Requires prerequisite course of CSCI 3104 (minimum grade C-)."
228,CSCI,3302,(3),) Introduction to Robotics,Requisites: Requires prerequisite courses of CSCI 2270 and CSCI 2824 or ECEN 2703 or APPM 3170 or MATH 2001(all minimum grade C-).,"Introduces students to fundamental concepts in autonomous, mobile robotics: mechanisms, locomotion, kinematics, control, perception and planning. The course consists of lectures and lab sessions that are geared toward developing a complex robot controller in a realistic, physics-based multi-robot simulator. Same as ECEN 3303. Requisites: Requires prerequisite courses of CSCI 2270 and CSCI 2824 or ECEN 2703 or APPM 3170 or MATH 2001(all minimum grade C-)."
229,CSCI,5535,(3),) Fundamental Concepts of Programming Languages,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Considers concepts common to a variety of programming languages--how they are described (both formally and informally) and how they are implemented. Provides a firm basis for comprehending new languages and gives insight into the relationship between languages and machines. Recommended prereq., CSCI 3155 or instructor consent required.  Same as ECEN 5533. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
230,CSCI,5548,(3),) Software Engineering of Standalone Programs,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Applies engineering principles to phases of software product development, project planning, requirements definition, design, implementation, validation, and maintenance. Emphasizes practical methods for communicating and verifying definitions and designs---prototyping, inspections, and modeling. Includes relation to RTS and object-oriented programming. Recommended prereqs., CSCI 1300, CSCI 2270, or instructor consent required. Same as ECEN 5543. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
231,CSCI,7900,(1-6),) Doctoral Level Independent Study,Requisites: Restricted to graduate students only.,For doctoral students.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Requisites: Restricted to graduate students only.
232,CSCI,8990,(1-10),) Doctoral Dissertation,Requisites: Restricted to graduate students only.,Investigates some specialized field of computer science. Approved and supervised by faculty members.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Requisites: Restricted to graduate students only.
233,CSCI,4555,(3),) Compiler Construction,Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 2400 or ECEN 3350 (all minimum grade C-).,"Introduces the basic techniques used in translating programming languages: scanning, parsing, definition table management, operator identification and coercion, code selection and register allocation, error recovery. Students build a complete compiler for a simple language. Same as ECEN 4553 and CSCI 5525. Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 2400 or ECEN 3350 (all minimum grade C-)."
234,CSCI,4576,(4),) High-Performance Scientific Computing,,
235,CSCI,4586,(4),) High-Performance Scientific Computing 2,Requisites: Requires prerequisite course of CSCI 4576 (minimum grade C-).,"Introduces computing systems, software, and methods to solve large-scale problems in science and engineering. Students use high-performance workstations and a supercomputer. Second course in a two-semester sequence. Requisites: Requires prerequisite course of CSCI 4576 (minimum grade C-)."
236,CSCI,3308,(3),) SoftwareDevelopment Methods and Tools,Requisites: Requires prerequisite course of CSCI 2270 (minimum grade C-).,"Covers tools and practices for software development with a strong focus on best practices used in industry and professional development, such as agile methodologies, pair-programming and test-driven design. Students develop web services and applications while learning these methods and tools. Requisites: Requires prerequisite course of CSCI 2270 (minimum grade C-)."
237,CSCI,3434,(3),) Theory of Computation,Requisites: Requires prerequisite courses of CSCI 3104 and CSCI 3155 (all minimum grade C-).,"Introduces the foundations of formal language theory, computability, and complexity. Shows relationship between automata and various classes of languages. Addresses the issue of which problems can be solved by computational means, and studies complexity of solutions. Requisites: Requires prerequisite courses of CSCI 3104 and CSCI 3155 (all minimum grade C-)."
238,CSCI,5551,(3),) Parallel Processing,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Examines a range of topics involved in using parallel operations to improve computational performance. Discusses parallel architectures, parallel algorithms and parallel programming languages. Architectures covered include vector computers, multiprocessors, network computers, and data flow machines. Department enforced prereq., background in computer organization, introduction to programming languages, elementary numerical analysis, or instructor consent. Same as ECEN 5553. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
239,CSCI,4593,(3),) Computer Organization,Requisites: Requires prerequisite course of ECEN 3350 or CSCI 2400 (minimum grade C-).  Restricted to College of Engineering majors only.,"Studies computer design at the gate level. Discusses instruction set architecture design, arithmetic and logic unit design, control logic, memory design and caches, simple pipelining,  I/O, and peripheral devices. Briefly covers aspects of modern computer architecture, such as multicore processors and cache coherence for these. Same as ECEN 4593. Requisites: Requires prerequisite course of ECEN 3350 or CSCI 2400 (minimum grade C-).  Restricted to College of Engineering majors only."
240,CSCI,4753,(3),) Computer Performance Modeling,Requisites: Requires prerequisite course of CSCI 3753 (minimum grade C-).,"Presents a broad range of system measurement and modeling techniques, emphasizing applications to computer systems. Topics include system measurement, work load characterization, and analysis of data; design of experiments; simulation; and queuing theory and queuing network models. Department enforced prereq., second-semester calculus. Recommended prereq., a course in statistics. Same as CSCI 5753 and ECEN 4753/5753. Requisites: Requires prerequisite course of CSCI 3753 (minimum grade C-)."
241,CSCI,3656,(3),) Numerical Computation,Requisites: Requires prerequisite courses of CSCI 1300 or CSCI 1310 or CSCI 1320 and APPM 1350 or MATH 1300 and APPM 1360 or MATH 2300 and MATH 3130 or APPM 3310 or CSCI 2820 (all minimum grade C-).,"Covers development, computer implementation, and analysis of numerical methods for applied mathematical problems. Topics include floating point arithmetic, numerical solution of linear systems of equations, root finding, numerical interpolation,differentiation, and integration. Requisites: Requires prerequisite courses of CSCI 1300 or CSCI 1310 or CSCI 1320 and APPM 1350 or MATH 1300 and APPM 1360 or MATH 2300 and MATH 3130 or APPM 3310 or CSCI 2820 (all minimum grade C-)."
242,CSCI,3702,(3),) Cognitive Science,,
243,CSCI,4809,(3),) Computer Animation,,
244,CSCI,4810,(1),) Seminar in Computational Biology,,
245,CSCI,3753,(4),) Design and Analysis of Operating Systems,Requisites: Requires prerequisite courses of CSCI 2270 and either CSCI 2400 or ECEN 3350 (all minimum grade C-).,"Analyzes the software that extends hardware to provide a computing environment, including he role of linkers, file systems, resource sharing, security and networking. Studies the history of operating system organization and design and their influence on security, functionality and reliability. Requisites: Requires prerequisite courses of CSCI 2270 and either CSCI 2400 or ECEN 3350 (all minimum grade C-)."
246,CSCI,4830,(1-3),) Special Topics in Computer Science,Requisites: Requires prerequisite course of CSCI 2400 (minimum grade C-).,Covers topics of interest in computer science at the senior undergraduate level. Content varies from semester to semester.  May be repeated up to 9 total credit hours. Requisites: Requires prerequisite course of CSCI 2400 (minimum grade C-).
